地震の発生日,地震の発生時刻,震央地名,緯度,経度,深さ,Ｍ,最大震度
2011/05/05,19:20:47.4,茨城県北部,36°50.9′N,140°34.9′E,8 km,4.5,震度３
2011/05/05,14:06:41.9,千葉県東方沖,35°41.2′N,140°44.9′E,45 km,3.7,震度２
2011/05/05,12:14:20.2,新潟県中越地方,37°00.7′N,138°40.7′E,8 km,2.5,震度２
2011/05/05,10:39:17.4,福島県浜通り,37°13.2′N,140°53.4′E,8 km,3.4,震度２
2011/05/05,08:17:54.4,岩手県沖,39°04.5′N,142°21.6′E,35 km,3.3,震度２
2011/05/05,03:22:20.5,静岡県中部,35°13.5′N,138°23.7′E,18 km,3.6,震度３
2011/05/05,01:33:52.7,福島県中通り,37°01.2′N,140°20.4′E,1 km,2.7,震度２
2011/05/05,01:29:03.6,福島県沖,37°50.4′N,141°48.7′E,31 km,4.2,震度２
2011/05/05,00:09:04.2,茨城県北部,36°48.1′N,140°32.7′E,7 km,4.1,震度３
2011/05/04,22:18:49.9,宮城県沖,38°52.7′N,141°59.4′E,49 km,4.2,震度２
2011/05/04,20:43:17.5,茨城県沖,36°18.8′N,141°09.9′E,47 km,4.2,震度２
2011/05/04,17:47:48.0,茨城県北部,36°48.0′N,140°32.8′E,7 km,3.7,震度２
2011/05/04,17:47:08.7,茨城県北部,36°47.9′N,140°32.7′E,8 km,3.8,震度３
2011/05/04,17:44:53.4,福島県中通り,37°06.2′N,140°35.6′E,7 km,2.9,震度２
2011/05/04,16:37:59.8,茨城県北部,36°42.4′N,140°39.1′E,2 km,3.0,震度２
2011/05/04,16:13:33.8,埼玉県秩父地方,35°54.1′N,139°01.8′E,15 km,3.2,震度２
2011/05/04,15:18:30.4,福島県中通り,37°02.0′N,140°33.1′E,8 km,2.7,震度２
2011/05/04,14:41:46.4,青森県三八上北地方,40°50.7′N,141°24.8′E,92 km,4.6,震度３
2011/05/04,10:43:35.7,福島県沖,37°04.2′N,141°10.6′E,51 km,3.8,震度２
2011/05/04,08:06:47.9,秋田県内陸南部,39°31.0′N,140°24.7′E,9 km,2.6,震度２
2011/05/04,07:01:30.4,宮城県沖,38°23.3′N,141°58.5′E,47 km,4.2,震度２
2011/05/04,04:15:34.3,宮城県南部,37°58.8′N,140°33.6′E,10 km,3.9,震度２
2011/05/04,03:52:52.5,秋田県内陸南部,39°36.0′N,140°32.0′E,6 km,3.0,震度２
2011/05/03,23:53:06.3,福島県浜通り,37°02.2′N,140°49.0′E,10 km,3.5,震度２
2011/05/03,22:57:14.8,福島県中通り,37°00.7′N,140°35.1′E,8 km,4.5,震度４
2011/05/03,22:35:54.1,宮城県沖,38°48.2′N,142°02.5′E,47 km,4.8,震度３
2011/05/03,20:52:14.3,新潟県中越地方,36°57.8′N,138°36.2′E,8 km,2.9,震度２
2011/05/03,20:44:08.5,福島県沖,37°30.3′N,141°23.0′E,49 km,4.3,震度２
2011/05/03,14:26:08.9,千葉県南東沖,35°00.0′N,140°14.4′E,33 km,4.2,震度２
2011/05/03,11:13:24.2,福島県浜通り,36°57.3′N,140°37.2′E,9 km,3.8,震度２
2011/05/03,07:06:35.9,大阪府南部,34°17.1′N,135°10.4′E,8 km,2.9,震度２
2011/05/03,06:25:47.9,岩手県沖,40°03.4′N,142°43.3′E,31 km,5.1,震度３
2011/05/03,05:31:16.0,福島県沖,37°10.0′N,141°18.7′E,34 km,4.3,震度２
2011/05/03,05:15:43.5,津軽海峡,41°23.8′N,141°15.4′E,7 km,3.5,震度２
2011/05/03,05:01:47.3,茨城県沖,36°39.3′N,141°05.8′E,45 km,4.0,震度２
2011/05/02,22:34:30.5,茨城県北部,36°39.9′N,140°32.7′E,10 km,3.1,震度２
2011/05/02,21:36:45.7,宮城県沖,38°18.8′N,142°13.9′E,38 km,4.7,震度２
2011/05/02,20:29:49.0,宮城県沖,38°36.9′N,141°53.5′E,49 km,4.3,震度３
2011/05/02,18:52:51.4,福島県沖,37°04.9′N,141°24.8′E,46 km,3.9,震度２
2011/05/02,16:55:18.1,茨城県沖,36°35.9′N,140°49.8′E,28 km,3.9,震度３
2011/05/02,15:44:19.7,茨城県沖,36°20.9′N,140°49.4′E,49 km,3.8,震度２
2011/05/02,15:09:34.4,釧路沖,42°55.6′N,145°30.6′E,44 km,4.0,震度２
2011/05/02,12:16:55.0,福島県中通り,36°59.3′N,140°32.0′E,7 km,3.9,震度３
2011/05/02,11:09:35.5,福島県沖,37°39.1′N,141°36.0′E,48 km,4.7,震度３
2011/05/02,09:49:06.9,茨城県沖,36°19.5′N,140°56.1′E,39 km,3.8,震度２
2011/05/02,09:38:42.1,茨城県北部,36°42.2′N,140°35.7′E,9 km,3.7,震度２
2011/05/02,08:52:21.1,茨城県北部,36°41.9′N,140°37.5′E,7 km,3.3,震度３
2011/05/02,08:25:28.1,福島県沖,37°46.9′N,141°34.3′E,48 km,4.1,震度２
2011/05/02,08:02:01.2,奄美大島近海,28°39.7′N,129°35.4′E,16 km,3.9,震度２
2011/05/02,04:59:30.8,福島県浜通り,37°04.1′N,140°40.2′E,10 km,3.8,震度２
2011/05/01,21:30:34.1,秋田県内陸南部,39°30.2′N,140°27.6′E,10 km,2.5,震度２
2011/05/01,21:12:05.6,秋田県内陸南部,39°31.8′N,140°23.4′E,6 km,2.5,震度２
2011/05/01,20:01:45.7,福島県浜通り,37°06.0′N,140°48.3′E,8 km,3.2,震度２
2011/05/01,19:22:41.0,茨城県沖,35°53.9′N,140°50.8′E,42 km,4.4,震度２
2011/05/01,18:36:33.7,茨城県北部,36°37.8′N,140°33.6′E,22 km,3.9,震度３
2011/05/01,18:32:12.2,宮城県沖,38°38.2′N,141°53.5′E,47 km,3.9,震度２
2011/05/01,16:04:28.3,茨城県沖,35°54.6′N,141°03.3′E,30 km,4.4,震度２
2011/05/01,14:06:07.5,福島県沖,37°32.0′N,141°17.0′E,19 km,4.2,震度３
2011/05/01,12:37:18.3,福島県浜通り,37°04.0′N,140°40.1′E,10 km,3.9,震度３
2011/05/01,12:26:41.5,福島県沖,37°06.6′N,141°08.7′E,56 km,4.2,震度２
2011/05/01,11:48:45.7,福島県沖,37°25.4′N,141°12.5′E,29 km,4.6,震度４
2011/05/01,11:22:02.8,福島県浜通り,37°05.9′N,140°50.4′E,8 km,2.8,震度２
2011/05/01,10:56:03.5,福島県沖,37°08.7′N,141°22.4′E,49 km,4.1,震度３
2011/05/01,10:45:17.6,埼玉県南部,35°55.1′N,139°49.5′E,77 km,4.2,震度３
2011/05/01,10:27:45.8,茨城県沖,35°53.7′N,140°51.2′E,39 km,4.5,震度３
2011/05/01,09:02:32.9,福島県浜通り,37°05.8′N,140°50.8′E,9 km,3.7,震度３
2011/05/01,08:24:23.0,茨城県沖,36°23.8′N,140°59.8′E,20 km,4.3,震度２
2011/05/01,08:08:13.3,茨城県沖,36°23.7′N,141°00.4′E,20 km,4.2,震度２
2011/05/01,02:11:57.0,茨城県沖,36°23.3′N,141°00.3′E,21 km,4.9,震度３
